Variable,row,age,sex,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b61,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,maharat,roshd,khodpeiravi,ertebatm,rezayat,manaviat,shadi,behzisti
,117,,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,2,4,2,2,3,3,3,5,2,2,2,2,2,1,3,3,3,2,3,2,3,2,3,3,3,2,3,5,4,5,4,4,5,5,4,4,5,4,5,4,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,1,1,5,1,1,5,1,4,1,1,5,139,22,26,18,47,29,52,196
,118,,2,3,3,2,3,3,1,3,1,1,3,3,1,3,3,1,3,3,3,3,2,3,3,2,4,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,4,1,5,2,3,4,5,2,3,3,4,3,3,3,1,3,3,1,1,2,3,3,2,3,1,2,4,2,2,3,4,3,3,2,2,4,3,4,2,2,2,3,3,4,4,3,4,3,2,2,2,1,3,2,4,2,3,4,3,4,3,3,2,2,3,2,2,2,2,3,5,2,3,4,4,3,3,2,2,2,3,2,2,3,4,158,22,28,22,53,24,52,204
,119,,2,1,5,1,5,2,5,5,5,5,3,3,3,5,2,5,5,4,2,3,4,4,4,5,1,5,1,4,5,1,1,4,1,2,5,1,5,2,5,4,2,4,4,2,2,5,4,4,4,5,2,5,4,4,2,4,2,1,3,4,5,1,2,4,4,2,5,2,4,2,3,4,1,1,3,3,4,2,5,4,5,5,4,5,5,4,5,5,4,3,3,3,1,5,5,1,5,1,3,5,5,4,4,1,4,3,3,5,1,1,4,5,5,4,5,5,5,5,5,5,5,4,1,1,3,5,5,2,3,3,3,2,3,2,207,27,27,29,68,35,59,252
,120,,2,3,2,2,4,2,2,3,2,2,3,3,2,3,3,4,2,3,2,3,4,2,1,2,4,4,3,1,1,5,3,4,2,3,4,4,4,3,2,2,2,3,2,3,3,3,2,3,4,2,3,2,1,3,3,2,2,1,4,3,1,2,3,3,2,1,4,2,4,3,3,4,3,3,2,3,3,1,3,4,4,5,4,5,5,3,4,4,4,4,3,3,4,3,4,4,2,2,1,2,2,2,1,4,2,2,2,2,2,3,3,1,2,2,2,1,2,2,1,3,3,3,5,4,2,4,1,1,5,3,4,3,2,3,161,24,33,19,47,27,54,206
,121,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,3,5,1,3,5,5,1,1,5,4,1,2,4,4,5,2,3,1,3,2,5,4,4,2,1,3,2,3,2,2,5,1,5,1,2,3,4,2,3,1,2,3,4,4,4,3,2,2,1,5,2,1,1,2,4,4,5,5,3,1,4,1,1,5,2,5,5,5,5,5,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,5,1,1,1,1,2,1,2,2,1,3,5,2,5,2,1,5,2,5,1,1,5,130,23,23,18,41,25,57,193
,122,,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,5,5,5,1,1,1,5,1,5,1,1,5,5,1,1,1,1,5,1,1,1,5,5,5,1,5,5,1,1,1,1,1,5,1,1,5,1,1,5,1,5,3,1,1,1,1,4,1,1,1,1,1,5,1,4,5,2,2,5,2,4,5,5,5,1,1,1,5,1,3,1,3,2,1,1,5,5,5,1,1,1,1,2,2,1,2,1,1,5,5,5,1,1,1,2,2,3,1,2,5,1,1,1,1,1,1,1,1,1,2,1,2,4,2,1,1,122,22,23,19,31,32,52,180
,123,,2,3,2,1,2,1,1,2,1,2,2,1,1,3,1,1,1,2,5,4,5,3,1,2,1,3,3,1,1,4,5,1,1,1,1,5,5,2,1,5,4,5,1,1,3,5,1,1,1,1,1,1,2,2,2,5,5,1,4,3,2,1,3,1,3,3,1,1,1,2,5,1,1,1,1,5,1,5,4,5,5,5,4,2,5,5,4,2,4,3,5,1,5,5,1,5,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,2,1,5,2,1,3,1,5,5,3,5,4,1,4,2,5,4,151,19,21,22,40,20,51,174
,124,,2,2,4,2,3,3,1,2,1,2,2,4,3,1,2,1,3,3,3,3,4,1,2,3,5,3,4,4,3,4,3,2,1,5,3,3,2,1,4,3,4,3,5,2,5,1,2,3,4,5,2,3,1,3,4,2,3,1,4,5,1,3,1,1,2,1,4,3,2,1,3,2,3,4,3,3,1,1,4,3,2,3,3,3,4,2,4,3,4,3,4,3,3,4,2,4,2,2,1,2,2,2,3,3,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,5,3,2,5,3,3,4,1,1,3,1,3,2,1,5,139,25,29,19,48,31,55,206
,125,,2,2,3,2,2,2,2,2,1,3,3,3,3,3,1,4,3,3,3,3,4,2,2,3,3,3,2,1,3,3,4,3,1,2,2,3,3,3,2,2,2,2,3,2,4,3,1,3,3,2,1,3,3,3,3,3,2,2,3,3,3,2,3,1,3,2,2,1,3,3,3,2,2,2,2,3,1,3,5,5,3,4,3,2,5,4,2,3,5,4,5,3,5,5,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,3,4,3,1,1,4,120,22,28,19,50,20,52,191
,126,,2,3,4,2,1,2,2,2,1,1,1,1,2,4,3,3,2,2,4,3,4,1,1,1,4,4,1,1,1,3,4,3,1,2,2,4,2,3,1,1,4,1,2,2,3,3,3,2,2,2,1,2,2,2,2,3,3,3,4,4,2,2,2,1,1,1,1,2,2,2,3,2,2,3,3,3,2,3,4,3,4,2,3,2,5,4,4,3,4,3,4,4,5,5,3,4,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,2,1,5,1,2,5,2,2,4,1,3,2,1,4,136,22,28,13,41,21,47,174
,127,,2,2,1,2,2,2,2,2,1,3,4,1,1,3,1,1,2,3,3,3,5,2,1,1,4,4,3,1,1,3,3,2,1,2,2,3,2,3,1,1,1,1,1,2,4,3,1,1,1,1,1,1,2,3,2,5,1,3,3,3,1,1,4,1,2,1,1,1,4,2,2,1,2,5,2,3,1,3,4,5,4,3,2,4,4,4,4,4,5,4,4,4,4,4,3,4,4,1,2,1,1,1,2,2,2,2,2,1,3,1,2,2,2,2,1,1,2,1,1,2,1,2,5,3,2,5,1,1,3,2,4,2,2,4,148,21,24,17,42,18,42,161
,128,,2,3,3,1,2,2,2,1,2,2,3,2,1,3,2,1,2,2,2,3,4,1,1,2,4,4,3,2,2,2,4,2,1,1,2,3,2,2,1,1,3,3,4,3,2,3,1,2,1,1,1,3,3,3,2,3,4,1,4,5,2,1,2,1,2,1,1,2,2,1,2,1,3,3,2,3,1,4,3,4,5,3,2,4,5,5,3,5,4,3,4,4,5,4,5,4,2,2,2,2,2,2,3,2,2,1,3,2,3,1,4,4,1,1,1,2,3,3,2,5,2,3,3,2,3,5,1,2,4,3,5,1,1,4,166,21,25,17,37,24,46,169
,129,,2,1,1,2,3,1,2,5,1,3,5,3,5,5,4,1,3,2,3,5,5,5,5,4,5,1,1,1,1,5,5,5,1,2,1,2,1,5,1,3,5,5,1,1,5,1,1,3,3,1,5,1,5,5,3,2,2,2,1,5,1,4,3,3,5,2,4,3,3,4,4,4,1,4,5,3,1,3,5,3,3,3,4,2,5,4,1,1,5,3,5,1,3,5,1,5,2,1,2,5,2,2,1,2,1,2,4,5,3,2,2,2,1,2,2,2,2,5,1,5,2,1,4,5,1,5,2,5,1,3,2,1,2,3,154,26,36,34,58,30,46,228
,130,,2,2,1,1,1,1,1,2,2,2,4,4,2,2,2,4,3,3,1,2,4,2,2,1,5,1,2,1,1,3,5,1,1,1,2,2,2,2,2,1,4,2,1,1,4,3,1,4,1,1,1,2,2,2,2,5,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,5,4,4,5,2,4,5,4,5,3,5,3,5,1,4,5,2,5,2,1,2,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,4,2,1,5,2,2,5,1,1,5,2,2,2,3,4,143,13,28,18,38,18,36,151
,131,,2,3,1,3,2,2,2,3,2,3,2,3,4,3,4,2,3,3,3,4,3,2,4,4,3,4,4,1,2,4,3,4,3,4,2,3,2,4,4,4,4,3,2,2,4,2,3,2,3,3,4,3,4,3,3,3,2,2,4,5,2,3,3,2,3,2,3,3,4,3,4,4,2,2,3,1,3,4,5,4,2,2,2,4,5,3,4,2,5,3,4,1,2,3,5,4,4,3,2,1,2,2,1,1,2,2,1,1,3,1,2,3,4,2,1,2,2,2,2,2,2,2,2,2,5,2,2,1,2,2,4,5,2,2,143,25,32,22,61,32,52,228
,132,,2,1,1,1,3,3,3,1,1,3,3,2,3,3,3,1,1,1,5,4,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,1,1,2,4,3,2,5,5,4,1,4,2,2,2,2,4,3,2,4,4,2,5,4,4,2,2,1,2,2,2,2,4,3,4,2,2,1,1,3,1,3,3,5,5,1,1,2,5,5,5,2,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,1,1,1,130,22,26,21,57,24,51,202
,133,,2,3,1,2,3,1,1,2,1,2,4,1,2,1,1,1,2,2,3,2,4,2,2,2,3,3,2,1,2,3,2,2,1,3,1,5,2,2,3,1,3,1,3,2,4,3,2,1,1,3,1,3,3,1,4,2,1,2,5,5,3,3,2,1,2,2,1,1,2,3,4,2,1,2,2,3,3,2,3,5,5,3,4,5,5,3,3,4,4,5,4,2,3,5,4,5,2,1,1,1,1,1,1,1,1,1,3,1,4,2,2,1,1,1,1,1,2,1,1,2,3,2,2,2,3,5,5,1,2,2,5,4,2,3,147,19,26,17,45,17,43,170
,134,,2,3,1,2,2,1,1,2,2,2,3,2,5,1,1,5,1,1,1,4,1,4,1,2,5,5,2,1,1,1,1,1,1,1,1,5,2,1,2,4,5,4,5,5,5,5,1,2,3,4,1,5,1,5,2,2,3,3,5,1,1,2,3,4,5,1,4,1,1,1,2,4,4,1,3,3,3,4,5,4,4,4,4,5,4,5,5,5,3,4,5,5,5,5,5,4,2,1,2,1,2,1,2,5,1,1,5,4,2,2,1,4,3,1,2,2,5,4,2,5,4,4,5,5,4,4,1,1,5,1,4,2,2,5,188,14,27,26,42,26,58,196
,135,,2,1,1,1,1,1,1,1,1,1,1,1,2,3,5,1,2,3,3,3,3,1,3,1,3,2,1,1,2,1,5,1,1,1,1,5,1,1,1,1,3,1,5,2,4,3,1,5,1,1,5,1,1,1,3,4,5,2,3,3,3,3,4,3,4,1,1,3,2,1,2,4,3,4,3,3,3,3,5,5,5,5,5,4,5,5,5,4,5,5,5,1,5,5,3,5,2,1,3,2,3,5,2,2,1,1,1,1,1,3,3,1,5,1,3,1,3,1,3,5,5,2,4,2,2,5,3,5,5,4,2,4,3,4,186,17,25,13,42,34,42,173
,136,,2,1,5,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,5,1,1,2,1,1,1,1,5,1,1,5,4,1,1,2,1,5,5,5,5,5,5,5,5,1,5,1,5,1,1,1,2,2,1,2,4,1,1,5,2,5,1,5,5,1,2,3,5,5,2,1,5,4,1,5,5,5,5,2,1,2,2,5,1,1,5,173,8,18,13,35,12,36,123
,137,,2,2,5,1,1,1,1,1,1,1,3,3,2,3,5,1,1,1,4,5,3,1,1,1,4,4,2,1,1,5,5,3,1,1,1,5,3,1,1,5,3,2,3,4,5,3,1,1,1,1,5,1,1,2,1,4,5,1,3,3,1,1,1,1,1,1,1,1,5,1,2,4,1,1,4,2,4,1,3,3,3,5,5,5,5,5,5,4,3,2,5,5,5,5,1,4,3,1,5,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,3,3,1,1,5,1,5,5,5,5,5,4,1,5,1,1,5,5,5,172,19,26,13,39,30,43,174
,138,,2,5,1,2,2,2,4,1,1,1,2,2,1,4,2,1,2,3,4,5,5,2,1,2,1,1,5,1,1,4,4,1,1,2,1,5,1,2,2,3,4,5,2,4,4,1,1,2,1,1,4,1,1,4,2,1,4,2,5,2,4,3,2,1,1,1,1,1,5,2,4,2,1,2,2,3,1,3,4,5,5,4,2,5,5,5,4,3,5,5,5,5,4,5,5,4,1,1,2,1,1,2,1,1,3,1,2,1,5,1,2,2,1,1,2,4,2,2,4,4,3,3,3,2,4,5,3,2,4,2,5,3,2,2,170,16,28,18,41,25,52,180
,139,,2,5,3,1,1,1,1,1,1,2,2,5,2,2,2,1,1,3,2,3,3,2,1,1,5,2,4,2,1,4,3,2,2,2,2,3,2,2,1,1,1,2,3,3,2,3,2,2,3,1,3,3,2,4,3,4,2,2,4,2,2,2,2,2,2,1,3,2,2,2,3,2,3,3,2,3,2,2,4,5,5,5,4,1,5,5,3,4,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,1,4,3,3,1,4,1,1,5,2,4,4,1,1,5,4,4,154,18,32,13,38,23,50,175
,140,,2,3,3,3,2,2,1,1,4,4,3,1,3,4,5,5,1,1,3,1,1,3,2,1,5,1,1,1,1,5,5,1,1,1,1,4,3,4,1,1,5,5,1,1,3,1,5,5,3,3,2,5,1,5,4,4,3,3,3,3,1,1,1,1,1,3,2,1,1,1,3,2,1,1,1,3,3,1,5,3,4,5,2,5,5,4,3,1,2,3,5,1,5,5,1,2,1,1,4,1,5,1,1,5,1,3,3,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,1,1,5,131,21,26,24,34,24,50,186
,141,,2,2,3,1,1,2,1,1,1,3,2,1,1,1,4,1,1,2,5,3,1,1,1,1,3,3,3,1,1,3,4,1,1,3,3,1,1,1,2,3,1,3,3,2,1,3,1,1,2,1,3,1,3,3,3,3,1,1,1,3,3,1,4,1,1,3,1,3,2,3,2,1,3,2,4,3,1,1,5,5,5,4,3,4,5,4,5,4,5,3,4,4,5,5,4,3,1,1,2,1,2,1,1,5,1,1,2,1,3,1,1,1,2,1,1,1,3,1,2,3,1,1,3,2,1,5,1,1,4,1,3,1,1,4,145,18,18,14,41,22,40,153
,142,,2,3,3,1,2,2,4,1,3,2,3,3,5,4,5,1,3,3,4,2,3,2,2,3,4,1,2,4,2,5,4,3,2,4,1,2,2,4,2,5,3,5,4,3,4,1,3,4,2,4,3,1,3,4,4,1,2,1,2,4,4,3,4,2,3,1,4,3,1,2,1,3,1,1,3,4,2,3,3,5,4,2,5,3,4,3,3,3,4,5,5,1,4,2,4,3,1,5,2,4,3,1,3,1,1,1,1,1,4,1,3,3,1,3,1,3,4,1,1,1,1,4,5,1,3,4,1,1,5,2,2,1,1,2,146,20,31,21,50,35,53,214
,143,,2,5,3,2,2,5,5,5,5,5,1,3,5,5,5,5,3,2,5,4,3,4,5,4,3,2,5,2,3,3,2,5,4,3,2,5,2,3,4,1,2,3,2,5,4,2,3,4,5,4,3,2,2,3,4,5,2,3,4,2,1,2,3,4,5,4,3,2,1,2,3,4,5,5,4,3,2,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,149,29,35,30,59,38,71,262
,144,,2,1,1,2,2,2,3,2,2,2,1,2,4,4,4,2,2,1,3,5,4,4,3,2,5,2,3,2,1,5,5,1,1,1,1,5,1,2,1,2,4,3,2,5,4,1,1,2,1,3,4,1,1,4,4,2,3,1,5,5,1,1,1,1,1,3,4,1,1,2,2,4,1,1,5,3,5,2,4,5,4,5,4,3,4,4,4,2,5,3,4,4,4,5,3,5,2,1,2,1,1,2,1,2,3,4,4,3,5,3,3,4,4,2,1,5,3,5,4,3,2,3,3,2,4,5,2,1,3,4,4,2,3,4,182,22,32,19,37,26,50,191
,145,,2,4,2,3,1,4,2,4,2,4,1,4,4,2,4,2,3,1,3,5,4,4,4,2,3,1,2,2,3,2,4,4,1,4,2,2,2,4,2,3,5,3,3,4,3,3,3,3,4,4,2,4,3,2,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,5,5,4,4,2,5,4,4,3,4,2,4,1,1,4,5,1,2,2,4,2,4,3,1,5,2,4,1,2,1,5,5,5,2,2,1,1,1,1,2,2,3,2,3,1,2,5,2,4,1,3,2,4,2,2,3,157,19,34,28,60,30,50,226
,146,,2,2,3,2,2,1,2,1,1,2,2,3,1,3,5,4,2,3,1,5,4,5,1,2,2,1,3,3,1,3,4,4,1,3,1,1,1,3,4,5,4,2,2,3,5,1,4,1,3,1,3,1,1,4,4,1,2,1,2,5,5,1,3,1,4,1,4,1,4,1,2,4,1,1,4,1,4,5,5,4,5,3,2,4,5,3,5,4,5,4,5,3,5,4,4,4,1,1,5,1,1,1,1,2,1,1,3,1,2,1,1,1,1,1,1,1,2,1,3,3,2,1,3,1,2,5,4,4,5,1,4,1,4,5,153,18,26,21,45,28,49,194
,147,,2,1,2,1,1,2,2,2,1,2,3,2,2,2,2,2,2,3,2,2,4,2,2,2,2,4,2,1,1,3,5,1,2,3,1,4,3,2,3,4,1,3,1,4,2,3,3,1,1,1,5,1,3,4,3,4,4,4,4,4,3,1,1,2,1,3,4,1,3,3,3,3,3,1,1,1,1,1,5,5,5,5,1,1,5,5,5,5,3,5,5,3,1,3,4,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,11,1,1,1,1,1,3,1,1,3,1,1,5,1,1,2,3,3,3,2,3,4,3,5,146,19,23,16,45,26,47,179
,148,,2,3,2,2,1,1,2,3,4,3,2,1,5,2,3,3,2,1,4,3,4,3,2,3,4,3,4,2,5,4,4,2,2,2,2,4,2,2,2,4,4,4,2,4,4,2,3,4,2,2,4,2,2,4,2,2,4,2,4,3,3,3,2,4,2,4,1,2,4,2,5,4,2,4,2,3,3,4,5,3,4,2,2,1,4,4,4,5,4,2,5,4,5,5,2,5,1,1,1,1,1,2,1,4,1,1,2,1,3,1,2,1,2,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,127,27,30,22,48,37,55,221
,149,,2,3,3,3,2,2,2,2,1,3,3,3,3,4,3,1,2,3,4,3,3,3,3,2,5,2,3,3,2,5,4,4,5,4,2,5,4,5,1,1,1,3,3,3,3,1,2,3,2,1,2,3,2,5,2,3,5,2,3,3,3,1,3,1,3,3,2,3,2,3,3,3,3,1,3,3,1,3,4,5,5,3,2,3,5,5,3,4,5,2,5,2,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,2,2,1,3,2,1,5,2,1,2,3,1,5,3,3,3,4,3,139,22,34,20,46,30,58,212
,150,,2,3,4,4,1,2,1,1,1,3,1,1,2,2,4,1,1,2,3,2,2,1,1,1,5,1,5,1,1,3,5,3,1,1,1,2,1,1,1,1,1,1,3,1,5,1,1,5,1,3,1,5,3,1,1,1,3,1,1,1,1,1,3,1,3,5,1,5,5,1,3,3,5,3,3,3,1,3,4,2,4,3,2,3,2,3,3,2,5,3,4,4,1,3,4,1,1,1,1,1,1,1,1,2,1,1,1,1,5,2,1,2,2,2,1,4,5,2,2,5,1,1,1,1,1,2,5,1,5,1,3,5,1,2,129,17,25,13,37,24,52,167
,151,,2,4,4,1,1,2,3,2,1,2,1,2,1,2,3,1,2,1,5,1,3,3,2,2,3,2,3,1,1,2,5,1,1,1,2,3,2,1,1,1,1,1,1,1,5,2,1,2,1,1,1,2,3,1,2,5,1,1,2,1,1,1,1,1,3,1,1,11,1,2,1,1,1,5,4,3,1,5,5,5,5,4,3,5,5,5,4,5,5,5,5,2,5,5,4,3,2,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,5,2,3,5,1,2,5,1,1,5,3,3,4,4,5,4,2,3,170,15,24,15,33,19,55,158
,152,,2,3,1,2,1,3,2,1,1,2,2,2,1,3,1,1,2,1,2,3,4,3,2,2,5,3,3,2,1,4,5,1,1,2,1,4,2,2,2,1,4,2,4,1,5,3,1,2,1,1,4,3,2,2,1,5,4,2,4,3,2,1,1,1,4,2,1,1,2,2,3,4,2,2,1,3,2,2,3,2,4,5,4,3,5,3,3,4,5,4,4,5,5,5,5,5,1,1,4,3,2,1,1,1,2,1,2,1,3,1,1,1,1,1,1,2,3,1,1,5,5,3,5,5,5,5,1,1,3,1,1,1,1,5,157,19,29,21,39,25,40,174
,153,,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,5,1,1,1,5,1,1,1,1,5,5,1,1,1,1,5,1,1,1,1,1,5,5,1,5,1,1,1,1,1,1,1,1,5,4,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,5,5,4,2,5,5,5,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,5,1,2,5,1,1,5,1,5,1,1,5,150,16,26,12,24,16,35,130
,154,,2,3,2,1,1,1,1,1,1,2,2,1,2,3,2,1,1,1,4,5,4,1,2,1,4,1,4,1,1,1,2,3,2,1,1,5,1,2,1,5,4,4,2,4,4,3,4,5,1,2,5,1,1,5,2,1,5,1,5,4,1,1,1,1,1,1,1,1,1,1,5,2,3,5,1,1,5,5,4,5,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,3,2,2,1,2,2,4,2,2,2,1,5,2,5,2,2,2,1,3,2,1,4,2,1,5,2,3,4,3,1,4,3,5,4,5,3,3,2,5,187,17,28,16,31,31,51,178
,155,,2,2,1,1,1,3,1,3,1,1,2,3,1,1,3,1,1,2,1,3,3,2,2,1,3,5,3,1,2,4,4,2,2,4,3,3,2,3,4,5,3,4,2,3,5,2,2,1,2,4,5,2,2,3,4,5,5,2,3,3,2,3,2,1,2,3,2,4,2,3,5,3,1,3,3,2,3,4,4,3,2,5,3,5,5,4,5,3,5,4,5,2,5,5,3,3,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,5,1,1,5,2,1,3,1,1,4,1,1,1,1,3,136,23,27,20,49,30,49,200
,156,,2,4,2,2,4,4,4,2,2,4,4,2,3,3,2,2,4,2,4,4,4,3,4,4,4,4,4,2,2,2,4,2,2,2,4,4,2,4,2,2,4,2,2,3,5,4,1,3,2,1,1,2,4,4,4,5,4,2,4,5,5,2,4,1,2,1,1,1,5,3,5,2,4,4,2,2,1,5,5,5,5,4,3,2,5,4,5,4,5,4,4,4,5,5,2,5,3,1,2,2,2,2,1,4,2,1,4,2,4,2,2,4,1,1,1,4,2,2,3,4,4,4,5,4,5,5,3,2,2,2,3,1,3,3,178,23,32,25,65,28,60,231
,157,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,3,5,1,3,5,5,1,1,5,4,1,2,4,4,5,2,3,1,3,2,5,4,4,2,1,3,2,3,2,2,5,1,5,1,1,3,4,2,3,1,2,3,4,4,4,3,2,2,1,5,2,1,1,2,4,4,5,5,3,1,4,1,1,1,5,2,5,5,5,5,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,5,1,1,1,1,2,1,2,2,1,3,5,2,5,2,1,5,2,5,1,1,5,126,23,23,18,40,25,57,192
,158,,2,2,3,1,1,2,1,1,1,3,2,1,1,1,4,1,1,2,5,3,1,1,1,1,3,3,3,1,1,3,4,1,1,3,3,1,1,1,2,3,1,3,3,2,1,3,1,1,2,1,3,1,3,3,3,3,1,1,1,3,3,1,4,1,1,3,1,3,2,3,2,1,3,2,4,3,1,1,4,2,3,4,4,2,5,2,2,1,5,3,4,2,5,5,1,5,1,2,1,1,4,3,4,2,2,1,5,5,2,3,3,5,2,2,2,4,2,3,3,2,2,4,5,5,5,5,3,1,3,2,5,1,2,5,171,18,18,14,41,22,40,153
,159,,2,1,1,2,3,1,2,5,1,3,5,3,5,5,4,1,3,2,3,5,5,5,5,4,5,1,1,1,1,5,5,5,1,2,1,2,1,5,1,3,5,5,1,1,5,1,1,3,3,1,5,1,5,5,3,2,2,2,1,5,1,4,3,3,5,2,4,3,3,4,4,4,1,4,5,3,1,3,5,3,3,3,4,2,5,4,1,1,5,3,5,1,3,5,1,5,2,1,2,5,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,107,26,36,34,58,30,46,228
,160,,2,3,4,4,1,2,1,1,1,3,1,1,2,2,4,1,1,2,3,2,2,1,1,1,5,1,5,1,1,3,5,3,1,1,1,2,1,1,1,1,1,1,3,1,5,1,1,5,1,3,1,5,3,1,1,1,3,1,1,1,1,1,3,1,3,5,1,5,5,1,3,3,5,3,3,3,1,3,4,2,4,3,2,3,2,3,3,2,5,3,5,4,1,3,4,1,1,1,1,1,1,1,1,2,1,1,1,1,5,2,1,2,2,2,1,4,5,2,2,5,1,1,1,1,1,2,5,1,5,1,3,5,1,2,130,17,25,13,37,24,52,167
